faces_big/mty243.jpg,2.35
faces_big/ftw660.jpg,3.71
faces_big/fty519.jpg,2.73
faces_big/fty1578.jpg,2.74
faces_big/mty1368.jpg,2.75
faces_big/fty771.jpg,2.65
faces_big/mty746.jpg,2.7
faces_big/fty1463.jpg,2.62
faces_big/fty695.jpg,4.16
faces_big/mtw28.jpg,2.7
faces_big/mty974.jpg,2.38
faces_big/ftw2.jpg,4.19
faces_big/fty1651.jpg,1.93
faces_big/mty1370.jpg,3.17
faces_big/mty812.jpg,2.18
faces_big/ftw683.jpg,4.18
faces_big/mty950.jpg,2.46
faces_big/mtw116.jpg,2.66
faces_big/mty235.jpg,2.4
faces_big/mty21.jpg,3.94
faces_big/mty608.jpg,3.09
faces_big/mty714.jpg,2.83
faces_big/mty1388.jpg,2.6
faces_big/mty1311.jpg,2.79
faces_big/mty1919.jpg,2.8
faces_big/ftw377.jpg,2.76
faces_big/fty1814.jpg,3.24
faces_big/fty491.jpg,3.47
faces_big/mty739.jpg,2.51
faces_big/mtw391.jpg,2.58
faces_big/mty1045.jpg,2.45
faces_big/fty919.jpg,2.87
faces_big/mty32.jpg,3.57
faces_big/fty1804.jpg,3.73
faces_big/mty776.jpg,2.57
faces_big/mty361.jpg,2.55
faces_big/mty1727.jpg,3.34
faces_big/fty1357.jpg,4.18
faces_big/ftw499.jpg,2.55
faces_big/mty1560.jpg,2.79
faces_big/mty1258.jpg,2.5
faces_big/fty294.jpg,2.55
faces_big/mtw673.jpg,3.88
faces_big/mty954.jpg,2.82
faces_big/mty1703.jpg,3.74
faces_big/fty905.jpg,4.1
faces_big/mtw731.jpg,3.97
faces_big/fty26.jpg,2.38
faces_big/fty1808.jpg,3.9
faces_big/mtw631.jpg,2.65
faces_big/mtw121.jpg,2.71
faces_big/mtw275.jpg,2.57
faces_big/mtw377.jpg,2.86
faces_big/ftw344.jpg,3.32
faces_big/mty426.jpg,2.73
faces_big/fty192.jpg,2.49
faces_big/ftw146.jpg,2.73
faces_big/fty703.jpg,2.69
faces_big/ftw32.jpg,2.3
faces_big/mty881.jpg,2.4
faces_big/ftw129.jpg,2.0
